,age,gender,country,mental_health,family_history,treatment,self_employed,work_interfere,no_employees,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,coworkers,obs_neg_response,obs_pos_response,mental_vs_physical,mental_health_interview,physical_importance,mental_importance,supervisor,neg_consequence_coworker,age_range
131,34.0,male,Germany,Yes,Yes,yes,no,Rarely,100-500,no,no,No,no,No,Yes,Very easy,Yes,"Yes, I observed","Yes, I experienced",Physical health,No,7.0,4.0,Yes,No,26-42
132,45.0,trans,United States of America,No,I don't know,no,no,Not applicable to me,26-100,yes,yes,No,no,No,I don't know,Somewhat easy,Yes,"Yes, I experienced","Yes, I observed",Same level of comfort for each,Yes,5.0,5.0,Yes,No,43-100
133,21.0,female,United States of America,No,No,no,no,Not applicable to me,More than 1000,yes,yes,Yes,yes,Yes,Yes,I don't know,Maybe,No,"Yes, I observed",Physical health,No,8.0,9.0,Maybe,No,18-21
134,44.0,female,India,No,No,no,no,Not applicable to me,100-500,no,no,No,no,No,I don't know,Difficult,Maybe,No,Maybe/Not sure,Physical health,No,8.0,2.0,No,Maybe,43-100
135,47.0,male,India,Possibly,No,no,no,Rarely,More than 1000,yes,I don't know,No,I don't know,Yes,I don't know,Neither easy nor difficult,Maybe,Maybe/Not sure,Maybe/Not sure,Physical health,Maybe,10.0,5.0,No,Maybe,43-100
136,40.0,male,Brazil,Possibly,Yes,no,no,Rarely,More than 1000,yes,no,No,no,No,I don't know,Somewhat easy,Maybe,No,"Yes, I experienced",Same level of comfort for each,No,3.0,2.0,Maybe,No,26-42
137,25.0,female,Malaysia,Don't Know,No,no,no,Sometimes,100-500,no,I don't know,No,I don't know,I don't know,I don't know,Somewhat easy,No,No,Maybe/Not sure,Physical health,Maybe,10.0,5.0,No,Maybe,22-25
138,24.0,female,United States of America,Possibly,Yes,yes,no,Sometimes,More than 1000,yes,yes,Yes,yes,I don't know,I don't know,Difficult,No,Maybe/Not sure,"Yes, I observed",Physical health,No,8.0,5.0,Maybe,No,22-25
139,26.0,female,Indonesia,No,No,no,no,Not applicable to me,More than 1000,yes,yes,No,yes,Yes,I don't know,I don't know,Maybe,No,Maybe/Not sure,Physical health,Yes,7.0,7.0,Maybe,Yes,26-42
140,31.0,male,South Africa,Possibly,I don't know,no,no,Not applicable to me,6-25,yes,no,No,no,No,No,Difficult,No,Maybe/Not sure,Maybe/Not sure,Physical health,No,6.0,2.0,No,No,26-42
141,26.0,female,Poland,Possibly,No,no,no,Rarely,500-1000,yes,no,No,yes,No,I don't know,Somewhat difficult,No,No,No,Physical health,No,7.0,2.0,No,No,26-42
142,32.0,male,India,No,No,no,no,Sometimes,More than 1000,no,I don't know,No,yes,Yes,Yes,Neither easy nor difficult,Yes,No,No,Physical health,No,7.0,7.0,No,No,26-42
143,33.0,female,India,Yes,No,no,no,Rarely,More than 1000,no,I don't know,No,yes,Yes,I don't know,Somewhat difficult,No,Maybe/Not sure,Maybe/Not sure,Physical health,No,5.0,5.0,No,Yes,26-42
144,42.0,female,United States of America,Yes,Yes,yes,no,Sometimes,500-1000,no,yes,Yes,yes,Yes,Yes,Somewhat easy,Yes,"Yes, I observed","Yes, I observed",Physical health,Maybe,8.0,8.0,Maybe,No,26-42
145,46.0,male,United Kingdom,Yes,Yes,yes,no,Sometimes,100-500,yes,yes,Yes,yes,Yes,Yes,Somewhat easy,Maybe,Maybe/Not sure,"Yes, I experienced",Physical health,No,7.0,7.0,Yes,No,43-100
146,30.0,male,United States of America,Yes,No,yes,no,Rarely,More than 1000,yes,yes,No,yes,No,I don't know,I don't know,Maybe,"Yes, I experienced","Yes, I experienced",Same level of comfort for each,Maybe,3.0,3.0,Maybe,Maybe,26-42
147,24.0,male,India,No,I don't know,yes,no,Sometimes,More than 1000,yes,no,No,yes,Yes,I don't know,Neither easy nor difficult,Yes,Maybe/Not sure,"Yes, I experienced",Same level of comfort for each,No,8.0,4.0,No,No,22-25
148,42.0,male,India,Possibly,No,no,no,Rarely,26-100,no,I don't know,No,no,No,I don't know,Somewhat difficult,No,Maybe/Not sure,"Yes, I experienced",Physical health,Maybe,10.0,7.0,Maybe,Maybe,26-42
149,28.0,male,India,No,No,no,no,Not applicable to me,More than 1000,no,I don't know,No,no,I don't know,I don't know,Neither easy nor difficult,No,No,No,Physical health,No,5.0,5.0,No,No,26-42
150,27.0,female,United States of America,No,No,no,no,Not applicable to me,More than 1000,yes,yes,Yes,yes,Yes,Yes,Very easy,No,Maybe/Not sure,No,Physical health,No,7.0,5.0,No,Maybe,26-42
151,62.0,male,United States of America,Possibly,No,no,no,Rarely,More than 1000,no,yes,No,yes,Yes,Yes,Very easy,Maybe,Maybe/Not sure,"Yes, I observed",Physical health,No,8.0,8.0,Yes,No,43-100
152,34.0,male,Turkey,No,No,yes,no,Not applicable to me,More than 1000,no,no,No,no,No,I don't know,Difficult,Maybe,"Yes, I observed",No,Physical health,Maybe,3.0,0.0,No,No,26-42
153,38.0,male,Spain,Yes,No,yes,no,Rarely,500-1000,yes,I don't know,No,yes,No,Yes,Very easy,Maybe,No,Maybe/Not sure,Physical health,Maybe,8.0,7.0,Yes,No,26-42
154,42.0,male,Spain,Yes,Yes,yes,no,Sometimes,26-100,yes,no,No,yes,Yes,Yes,Very easy,Yes,No,"Yes, I experienced",Physical health,Maybe,8.0,8.0,Yes,Maybe,26-42
155,35.0,male,United States of America,Possibly,No,no,no,Not applicable to me,More than 1000,yes,I don't know,No,yes,Yes,Yes,Very easy,No,No,No,Same level of comfort for each,No,5.0,5.0,Maybe,No,26-42
156,32.0,male,United Kingdom,Possibly,No,yes,no,Rarely,More than 1000,no,yes,Yes,yes,Yes,Yes,Somewhat easy,Yes,Maybe/Not sure,"Yes, I experienced",Physical health,No,7.0,8.0,Yes,No,26-42
157,32.0,female,United States of America,No,No,no,no,Rarely,26-100,yes,no,No,no,No,I don't know,Somewhat difficult,Maybe,No,No,Physical health,No,4.0,2.0,No,No,26-42
158,25.0,female,Sri Lanka,No,No,no,no,Never,26-100,yes,no,No,no,No,No,Somewhat easy,No,Maybe/Not sure,"Yes, I experienced",Physical health,Yes,2.0,1.0,Yes,Maybe,22-25
159,52.0,male,Australia,Possibly,No,no,no,Not applicable to me,More than 1000,no,no,No,yes,I don't know,I don't know,Very easy,Maybe,No,"Yes, I observed",Same level of comfort for each,No,7.0,7.0,Yes,No,43-100
160,24.0,female,France,Yes,I don't know,no,no,Not applicable to me,More than 1000,no,no,No,no,No,No,Difficult,No,No,No,Physical health,Maybe,8.0,4.0,Yes,No,22-25
161,24.0,male,Bangladesh,No,Yes,yes,no,Sometimes,1-5,yes,I don't know,Yes,no,No,Yes,Neither easy nor difficult,Yes,"Yes, I experienced","Yes, I experienced",Mental health,No,7.0,7.0,No,Maybe,22-25
162,48.0,female,United States of America,No,Yes,yes,no,Not applicable to me,More than 1000,yes,yes,Yes,yes,Yes,I don't know,I don't know,Maybe,"Yes, I experienced","Yes, I experienced",Physical health,No,5.0,5.0,Yes,No,43-100
163,24.0,male,Canada,Yes,I don't know,yes,no,Never,26-100,no,yes,Yes,yes,Yes,Yes,I don't know,Maybe,"Yes, I observed","Yes, I observed",Physical health,No,5.0,9.0,Maybe,No,22-25
164,32.0,male,Canada,Don't Know,Yes,yes,no,Sometimes,More than 1000,yes,I don't know,No,no,No,I don't know,Somewhat difficult,No,Maybe/Not sure,"Yes, I observed",Physical health,Maybe,4.0,4.0,Maybe,No,26-42
165,21.0,male,Ireland,No,I don't know,no,no,Not applicable to me,More than 1000,yes,yes,No,no,I don't know,I don't know,I don't know,No,Maybe/Not sure,Maybe/Not sure,Physical health,No,5.0,5.0,No,No,18-21
166,34.0,male,United States of America,Yes,I don't know,yes,no,Sometimes,100-500,no,yes,No,no,No,Yes,Difficult,Maybe,"Yes, I experienced",No,Physical health,No,8.0,2.0,Maybe,Maybe,26-42
167,25.0,male,Canada,No,I don't know,no,no,Not applicable to me,More than 1000,no,yes,Yes,no,I don't know,I don't know,Somewhat easy,No,No,No,Physical health,No,8.0,5.0,Maybe,No,22-25
168,39.0,male,United States of America,Yes,Yes,yes,no,Often,26-100,yes,yes,No,yes,Yes,I don't know,Very easy,Yes,No,Maybe/Not sure,Same level of comfort for each,Maybe,1.0,3.0,Yes,No,26-42
169,25.0,male,India,No,No,no,no,Often,More than 1000,yes,no,No,no,No,Yes,Neither easy nor difficult,No,No,Maybe/Not sure,Physical health,No,9.0,7.0,No,No,22-25
170,28.0,female,France,Don't Know,No,no,no,Sometimes,More than 1000,no,I don't know,No,yes,Yes,No,I don't know,No,"Yes, I observed",No,Physical health,No,6.0,7.0,No,Yes,26-42
171,39.0,male,United States of America,Possibly,Yes,yes,no,Not applicable to me,More than 1000,yes,yes,Yes,yes,Yes,Yes,Very easy,Maybe,No,No,Same level of comfort for each,Maybe,7.0,9.0,Maybe,No,26-42
172,20.0,male,United Kingdom,Don't Know,I don't know,no,no,Sometimes,500-1000,no,I don't know,No,no,No,I don't know,Somewhat easy,Maybe,"Yes, I experienced","Yes, I observed",Physical health,Maybe,5.0,5.0,No,No,18-21
173,40.0,female,United Kingdom,Yes,Yes,yes,no,Sometimes,26-100,yes,yes,Yes,yes,Yes,No,Difficult,Maybe,"Yes, I observed","Yes, I experienced",Physical health,No,6.0,4.0,No,Maybe,26-42
174,31.0,male,India,No,No,no,no,Often,More than 1000,yes,I don't know,No,I don't know,I don't know,I don't know,Somewhat easy,No,"Yes, I observed",No,Physical health,No,8.0,3.0,No,Yes,26-42
175,53.0,male,United States of America,No,No,no,no,Sometimes,More than 1000,no,no,No,no,No,No,Somewhat difficult,No,No,No,Physical health,No,2.0,2.0,No,No,43-100
176,23.0,female,Philippines,Possibly,No,no,no,Often,26-100,yes,yes,Yes,yes,Yes,I don't know,Very easy,Maybe,"Yes, I experienced",No,Physical health,Maybe,9.0,7.0,Maybe,No,22-25
177,34.0,male,United States of America,Yes,Yes,yes,no,Sometimes,100-500,yes,I don't know,No,no,I don't know,I don't know,Somewhat easy,Maybe,No,No,Physical health,No,5.0,5.0,Maybe,No,26-42
178,43.0,male,Canada,Possibly,Yes,yes,no,Rarely,500-1000,no,yes,No,yes,Yes,Yes,Difficult,Maybe,"Yes, I observed",No,Physical health,No,6.0,5.0,No,Maybe,43-100
179,37.0,male,Netherlands,No,No,no,no,Not applicable to me,500-1000,yes,no,No,yes,No,I don't know,Very easy,Yes,"Yes, I observed",No,Same level of comfort for each,Yes,8.0,8.0,Yes,No,26-42
180,25.0,male,United States of America,Don't Know,No,no,no,Not applicable to me,26-100,yes,I don't know,No,yes,Yes,I don't know,Very easy,Yes,No,Maybe/Not sure,Physical health,Maybe,5.0,5.0,Yes,No,22-25
181,51.0,male,United States of America,Possibly,Yes,no,no,Sometimes,26-100,yes,yes,No,no,Yes,Yes,I don't know,Maybe,"Yes, I observed","Yes, I experienced",Physical health,No,5.0,7.0,Maybe,No,43-100
182,27.0,male,United States of America,No,I don't know,no,no,Not applicable to me,26-100,yes,I don't know,No,no,I don't know,I don't know,Somewhat difficult,Maybe,Maybe/Not sure,"Yes, I observed",Same level of comfort for each,No,5.0,4.0,No,No,26-42
183,37.0,male,United States of America,No,Yes,no,no,Not applicable to me,100-500,yes,I don't know,No,yes,Yes,Yes,Very easy,Maybe,No,"Yes, I observed",Physical health,No,1.0,3.0,Yes,No,26-42
184,46.0,male,United States of America,No,No,no,no,Not applicable to me,26-100,yes,I don't know,No,I don't know,I don't know,I don't know,I don't know,No,No,No,Physical health,No,4.0,4.0,No,No,43-100
185,36.0,female,United States of America,Yes,Yes,yes,no,Sometimes,100-500,yes,yes,No,no,No,I don't know,Somewhat difficult,Yes,No,Maybe/Not sure,Physical health,No,6.0,5.0,No,No,26-42
186,39.0,female,United States of America,Yes,Yes,yes,no,Rarely,26-100,yes,yes,Yes,no,I don't know,Yes,Somewhat easy,Maybe,No,No,Physical health,No,5.0,5.0,Maybe,No,26-42
187,35.0,male,United States of America,Possibly,Yes,yes,yes,Rarely,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,Maybe/Not sure,No,Physical health,No,7.0,5.0,Yes,No,26-42
188,49.0,male,United Kingdom,No,No,no,no,Never,26-100,yes,yes,No,yes,Yes,Yes,Very easy,Yes,No,No,Same level of comfort for each,No,8.0,7.0,Yes,No,43-100
189,45.0,male,United Kingdom,Possibly,I don't know,yes,no,Sometimes,6-25,yes,I don't know,No,no,I don't know,I don't know,Somewhat easy,Maybe,"Yes, I observed",Maybe/Not sure,Same level of comfort for each,Maybe,8.0,8.0,Yes,Maybe,43-100
190,40.0,male,United Kingdom,Possibly,No,yes,no,Not applicable to me,100-500,yes,yes,Yes,no,I don't know,Yes,Very easy,Yes,Maybe/Not sure,"Yes, I experienced",Same level of comfort for each,No,5.0,5.0,Yes,No,26-42
191,37.0,male,Netherlands,No,No,no,yes,Not applicable to me,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,No,"Yes, I observed",Physical health,No,7.0,5.0,Yes,No,26-42
192,31.0,male,United States of America,Possibly,Yes,yes,no,Not applicable to me,More than 1000,yes,I don't know,No,no,No,Yes,Somewhat easy,Maybe,No,Maybe/Not sure,Physical health,No,7.0,7.0,Yes,No,26-42
193,37.0,male,United States of America,Yes,Yes,yes,no,Rarely,500-1000,yes,yes,Yes,yes,I don't know,I don't know,Somewhat difficult,Yes,No,No,Same level of comfort for each,No,7.0,5.0,Yes,No,26-42
194,26.0,female,United States of America,Yes,No,yes,no,Sometimes,100-500,yes,yes,Yes,yes,I don't know,I don't know,Somewhat difficult,No,"Yes, I observed","Yes, I observed",Physical health,No,7.0,7.0,No,Yes,26-42
195,43.0,male,Canada,Yes,No,no,no,Rarely,100-500,no,yes,Yes,no,Yes,Yes,Neither easy nor difficult,Maybe,No,Maybe/Not sure,Physical health,No,4.0,2.0,Maybe,No,43-100
196,35.0,male,United States of America,Possibly,Yes,yes,no,Sometimes,100-500,yes,yes,Yes,yes,Yes,Yes,Somewhat easy,Yes,"Yes, I observed","Yes, I experienced",Same level of comfort for each,No,7.0,9.0,Yes,No,26-42
197,31.0,male,Turkey,No,Yes,no,yes,Not applicable to me,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,No,Maybe/Not sure,Physical health,Maybe,7.0,5.0,Yes,No,26-42
198,32.0,female,United States of America,Possibly,Yes,no,no,Not applicable to me,100-500,yes,yes,No,yes,I don't know,Yes,Very easy,Yes,"Yes, I observed","Yes, I observed",Same level of comfort for each,No,6.0,6.0,Yes,No,26-42
199,37.0,male,United States of America,Yes,I don't know,yes,no,Sometimes,More than 1000,yes,yes,Yes,yes,Yes,I don't know,I don't know,No,Maybe/Not sure,No,Physical health,No,7.0,6.0,Maybe,No,26-42
200,41.0,male,United States of America,No,I don't know,no,no,Not applicable to me,6-25,yes,I don't know,No,no,No,I don't know,Somewhat easy,Yes,No,No,Physical health,No,8.0,7.0,Maybe,No,26-42
201,40.0,male,United States of America,Yes,Yes,yes,no,Rarely,100-500,yes,yes,Yes,yes,Yes,I don't know,I don't know,Yes,"Yes, I observed","Yes, I experienced",Physical health,No,10.0,10.0,Yes,Yes,26-42
202,37.0,male,United States of America,Yes,I don't know,yes,no,Sometimes,500-1000,yes,I don't know,No,no,No,Yes,Neither easy nor difficult,Yes,"Yes, I observed",Maybe/Not sure,Same level of comfort for each,No,9.0,5.0,Yes,No,26-42
203,53.0,male,United States of America,Possibly,Yes,yes,no,Sometimes,100-500,yes,yes,Yes,yes,Yes,I don't know,Neither easy nor difficult,No,"Yes, I experienced",No,Physical health,No,6.0,3.0,Maybe,No,43-100
204,29.0,male,United States of America,No,Yes,yes,no,Sometimes,6-25,yes,I don't know,No,no,No,I don't know,Very easy,Yes,No,No,Physical health,No,1.0,1.0,No,Maybe,26-42
205,37.0,male,United States of America,Yes,Yes,yes,no,Rarely,500-1000,yes,I don't know,No,no,No,I don't know,Somewhat easy,Yes,No,"Yes, I observed",Same level of comfort for each,Maybe,5.0,9.0,Yes,No,26-42
206,45.0,female,United States of America,Yes,Yes,yes,no,Rarely,100-500,no,I don't know,No,no,I don't know,I don't know,Somewhat easy,No,Maybe/Not sure,"Yes, I experienced",Physical health,No,10.0,0.0,No,Yes,43-100
207,26.0,male,Netherlands,Possibly,No,no,no,Not applicable to me,6-25,yes,I don't know,No,no,I don't know,I don't know,Very easy,Yes,No,"Yes, I experienced",Same level of comfort for each,No,6.0,6.0,Yes,No,26-42
208,28.0,male,United States of America,Yes,Yes,yes,no,Rarely,100-500,yes,yes,Yes,yes,Yes,I don't know,Very easy,Maybe,Maybe/Not sure,"Yes, I experienced",Physical health,No,5.0,7.0,Yes,No,26-42
209,24.0,female,United States of America,Yes,I don't know,yes,no,Sometimes,100-500,yes,yes,Yes,yes,No,I don't know,I don't know,No,No,No,Physical health,No,7.0,7.0,Yes,No,22-25
210,27.0,male,United States of America,Possibly,Yes,no,no,Not applicable to me,100-500,yes,yes,Yes,no,I don't know,I don't know,Very easy,Maybe,"Yes, I observed",Maybe/Not sure,Physical health,No,5.0,5.0,Maybe,No,26-42
211,42.0,male,United States of America,No,No,yes,no,Rarely,100-500,no,yes,No,no,I don't know,I don't know,Somewhat easy,Maybe,Maybe/Not sure,Maybe/Not sure,Same level of comfort for each,No,8.0,7.0,Yes,No,26-42
212,53.0,female,United States of America,No,No,no,yes,Not applicable to me,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,No,No,Physical health,Maybe,7.0,5.0,Yes,No,43-100
213,34.0,male,United Kingdom,Possibly,No,no,no,Not applicable to me,100-500,no,no,No,yes,No,I don't know,Very easy,Yes,"Yes, I observed","Yes, I observed",Physical health,No,9.0,6.0,Yes,No,26-42
214,23.0,trans,United Kingdom,Yes,I don't know,yes,no,Sometimes,500-1000,no,yes,Yes,yes,I don't know,I don't know,Somewhat easy,Yes,"Yes, I experienced","Yes, I experienced",Physical health,No,7.0,7.0,Yes,No,22-25
215,34.0,male,United States of America,Don't Know,I don't know,no,no,Not applicable to me,More than 1000,no,I don't know,No,no,I don't know,I don't know,Somewhat easy,Maybe,No,No,Same level of comfort for each,Maybe,4.0,4.0,Maybe,No,26-42
216,27.0,male,United States of America,Possibly,Yes,no,no,Sometimes,6-25,yes,I don't know,No,no,No,Yes,Very easy,Yes,No,No,Same level of comfort for each,No,8.0,5.0,Yes,Maybe,26-42
217,31.0,male,United States of America,Possibly,I don't know,yes,no,Not applicable to me,100-500,yes,yes,Yes,no,I don't know,I don't know,Somewhat easy,Maybe,Maybe/Not sure,"Yes, I observed",Physical health,No,9.0,7.0,No,Maybe,26-42
218,30.0,male,Belgium,No,No,no,yes,Not applicable to me,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,"Yes, I observed","Yes, I observed",Physical health,Maybe,7.0,5.0,Yes,No,26-42
219,58.0,male,United States of America,Yes,No,yes,yes,Sometimes,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,Maybe/Not sure,Maybe/Not sure,Physical health,No,7.0,5.0,Yes,No,43-100
220,50.0,male,United States of America,No,No,no,no,Not applicable to me,More than 1000,no,yes,Yes,yes,Yes,Yes,Somewhat difficult,Yes,No,No,Physical health,No,8.0,6.0,Yes,No,43-100
221,41.0,male,United States of America,Yes,Yes,yes,no,Never,100-500,yes,yes,Yes,yes,Yes,I don't know,Somewhat easy,Maybe,Maybe/Not sure,No,Physical health,No,3.0,6.0,Yes,No,26-42
222,40.0,male,Croatia,Possibly,No,no,no,Sometimes,26-100,yes,I don't know,No,no,No,I don't know,Neither easy nor difficult,No,"Yes, I observed",No,Same level of comfort for each,No,0.0,0.0,No,No,26-42
223,28.0,male,Belgium,Yes,I don't know,yes,yes,Sometimes,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,No,Maybe/Not sure,Physical health,Maybe,7.0,5.0,Yes,Yes,26-42
224,49.0,trans,United Kingdom,No,No,no,no,Not applicable to me,1-5,yes,yes,Yes,no,Yes,Yes,Somewhat difficult,Yes,No,No,Physical health,Maybe,9.0,7.0,Maybe,Maybe,43-100
225,37.0,male,United States of America,Yes,Yes,yes,no,Sometimes,More than 1000,no,I don't know,No,no,I don't know,I don't know,Very easy,Yes,No,"Yes, I experienced",Same level of comfort for each,No,3.0,3.0,Yes,No,26-42
226,36.0,male,United States of America,Yes,I don't know,yes,yes,Sometimes,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,Maybe/Not sure,Maybe/Not sure,Physical health,Maybe,7.0,5.0,Yes,No,26-42
227,52.0,male,United States of America,Possibly,No,yes,no,Rarely,6-25,no,yes,Yes,yes,Yes,Yes,Very easy,Yes,"Yes, I experienced","Yes, I experienced",Same level of comfort for each,No,10.0,10.0,Yes,No,43-100
228,33.0,male,Canada,No,I don't know,no,no,Not applicable to me,More than 1000,no,yes,Yes,yes,Yes,I don't know,Very easy,Maybe,No,No,Physical health,Maybe,9.0,9.0,Yes,No,26-42
229,54.0,female,Canada,No,I don't know,no,yes,Not applicable to me,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,No,"Yes, I observed",Physical health,No,7.0,5.0,Yes,No,43-100
230,38.0,male,United Kingdom,Don't Know,No,no,yes,Not applicable to me,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,No,No,Physical health,No,7.0,5.0,Yes,No,26-42
231,64.0,male,United Kingdom,Yes,No,yes,yes,Often,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,Maybe/Not sure,Maybe/Not sure,Physical health,Maybe,7.0,5.0,Yes,No,43-100
232,40.0,male,United Kingdom,Don't Know,No,yes,yes,Not applicable to me,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,No,No,Physical health,No,7.0,5.0,Yes,No,26-42
233,37.0,male,United States of America,Yes,I don't know,no,no,Often,26-100,yes,yes,Yes,no,I don't know,I don't know,I don't know,No,Maybe/Not sure,No,Physical health,No,5.0,2.0,No,Yes,26-42
234,53.0,female,United States of America,Yes,No,yes,no,Rarely,More than 1000,no,I don't know,No,I don't know,Yes,I don't know,Somewhat difficult,Maybe,"Yes, I experienced",No,Same level of comfort for each,Yes,8.0,7.0,Yes,Maybe,43-100
